

"Close Approach Definition"
"Advanced CAT object: sgp4ESSS                                                        "
"Close Approach Threshold: 20.000000 (km)                                             "
"Close Approach Time Interval: 23 Oct 2013 03:58:20.414 to 23 Oct 2014 03:58:20.414   "
"Point-to-Point Mode is ON.  Finite ellipsoid sizes have been overridden to be points."

"Settings"
"Out of Date Filter is OFF.                                                                                  "
"Apo Peri Filter    is ON.  Pad  is 30.000000 (km)                                                           "
"Path Filter        is OFF.                                                                                  "
"Time Filter        is OFF.                                                                                  "
""
"Each local range minimum is reported as a separate event with corresponding conjunction TCA (i.e., ConjTCA)."
"Additionally, an interval endpoint time will be reported as a separate event with corresponding             "
"conjunction TCA (i.e., ConjTCA) if it is the global range minimum over the interval                      "
""
"Secondaries whose SSC number match the primary SSC number have been ignored.                                "
""
"MaxSampleStepSize is 300.000000 secs                                                                        "
"MinSampleStepSize is 1.000000 secs                                                                          "

"Name","Status","Type","Tangential (km)","Cross-Track (km)","Normal (km)"
"Satellite/ENVISAT_27386","Found Scenario Object","Scenario Object",1.000000,1.000000,1.000000

"Name","Status","Type","Tangential (km)","Cross-Track (km)","Normal (km)"
"spaceTrackTLEs_23_10_2013.tce","Found File","Tle File",1.000000,1.000000,1.000000

"SSC","ConjTCA (UTCG)","Min Range (km)","Max Collision Probability","Collision Probability (Analytic)","Collision Probability (Numeric)","Collision Probability (Patera 2005)"
"4823",27 Dec 2013 23:12:14.480,11.268889,7.3931e-007,1.0416e-018,1.0416e-018,1.0742e-018
"22707",28 Dec 2013 00:18:28.597,11.119737,7.5927e-007,2.4003e-018,2.4003e-018,2.5883e-018
"34790",28 Dec 2013 00:41:40.209,15.093569,4.1210e-007,1.1771e-029,1.1807e-029,5.6081e-020
"37719",28 Dec 2013 01:05:41.386,8.158476,1.4105e-006,3.7870e-012,3.7870e-012,3.7870e-012
"5580",28 Dec 2013 01:22:25.483,16.825612,3.3162e-007,1.1708e-035,0.0000e+000,8.1964e-020
"5097",28 Dec 2013 02:56:54.201,11.983587,6.5375e-007,1.6347e-020,1.6347e-020,9.0592e-020
"10967",28 Dec 2013 02:57:25.849,16.721969,9.4373e-007,7.8799e-035,0.0000e+000,1.6393e-019
"34884",28 Dec 2013 02:58:15.147,18.163057,2.8458e-007,9.7248e-041,9.7247e-041,9.4906e-020
"30492",28 Dec 2013 03:50:52.420,14.980152,4.1836e-007,2.7614e-029,2.7693e-029,9.0592e-020
"25750",28 Dec 2013 04:43:18.760,15.414661,3.9511e-007,1.0169e-030,1.0169e-030,3.4511e-020
"27450",28 Dec 2013 04:45:53.521,12.652706,9.0462e-007,4.0949e-022,4.0949e-022,7.3336e-020
"10676",28 Dec 2013 04:52:33.849,8.933004,1.3411e-006,1.5775e-013,1.5775e-013,1.5775e-013
"33862",28 Dec 2013 05:39:20.192,19.247830,2.5341e-007,3.8182e-045,3.8181e-045,9.4906e-020
"10676",28 Dec 2013 05:42:42.601,18.648757,3.0772e-007,1.2698e-042,1.2698e-042,-6.4709e-021
"31873",28 Dec 2013 06:26:46.421,19.536945,2.4597e-007,2.3143e-046,2.3143e-046,7.5493e-020
"10676",28 Dec 2013 06:32:50.890,13.287668,6.0613e-007,4.9248e-024,4.9248e-024,-1.2510e-019
"31652",28 Dec 2013 09:15:16.326,5.496619,3.1074e-006,3.3465e-008,3.3466e-008,3.3465e-008
"9907",28 Dec 2013 09:21:00.911,14.308350,4.5857e-007,3.7788e-027,3.7789e-027,9.9220e-020
"9907",28 Dec 2013 10:11:16.260,10.670182,8.2460e-007,2.7784e-017,2.7784e-017,2.7928e-017
"24904",28 Dec 2013 11:01:49.280,12.418762,9.3902e-007,1.7743e-021,1.7743e-021,7.3336e-020
"30090",28 Dec 2013 11:20:38.025,7.407548,1.7110e-006,7.0367e-011,7.0368e-011,7.0367e-011
"21529",28 Dec 2013 11:24:33.137,15.390389,3.9636e-007,1.2258e-030,1.2612e-030,8.6278e-020
"34563",28 Dec 2013 12:59:33.596,16.935569,3.2733e-007,4.6283e-036,0.0000e+000,1.0569e-019
"35676",28 Dec 2013 13:00:47.468,7.391766,1.7183e-006,7.4599e-011,7.4599e-011,7.4599e-011
"3749",28 Dec 2013 13:20:10.671,3.791322,6.5314e-006,1.7547e-006,1.7547e-006,1.7547e-006
"34563",28 Dec 2013 13:49:42.634,8.960649,1.1693e-006,1.2228e-013,1.2228e-013,1.2228e-013
"34563",28 Dec 2013 14:39:49.209,18.459442,2.7552e-007,6.4479e-042,0.0000e+000,7.7650e-020
"28953",28 Dec 2013 15:31:39.278,15.441667,3.9373e-007,8.2563e-031,8.2564e-031,9.9220e-020
"17754",28 Dec 2013 16:20:29.382,10.527570,8.4709e-007,5.9157e-017,5.9157e-017,5.9204e-017
"39094",28 Dec 2013 17:10:46.025,18.090909,2.8686e-007,1.8701e-040,0.0000e+000,1.4883e-019
"32176",28 Dec 2013 17:54:26.065,18.936826,2.6180e-007,7.4334e-044,7.4333e-044,1.0569e-019
"14402",28 Dec 2013 19:27:24.633,13.793745,6.5617e-007,1.8683e-025,1.8683e-025,1.4236e-019
"38208",28 Dec 2013 20:30:28.777,17.315341,3.1313e-007,1.7914e-037,0.0000e+000,1.5961e-019
"34619",28 Dec 2013 21:40:42.244,8.916227,1.1809e-006,1.4913e-013,1.4913e-013,1.4913e-013
"38208",28 Dec 2013 22:10:42.134,13.588408,5.0845e-007,5.7265e-025,5.7265e-025,1.2942e-019
"38208",28 Dec 2013 23:00:48.757,19.706599,2.4175e-007,4.3812e-047,4.3811e-047,1.0569e-019
"31583",28 Dec 2013 23:09:30.271,18.079804,2.8721e-007,2.0676e-040,2.0676e-040,9.7063e-020
"34570",28 Dec 2013 23:09:50.697,13.456444,5.1847e-007,1.3976e-024,1.3976e-024,6.4709e-020
"20441",28 Dec 2013 23:10:37.892,19.716288,2.2348e-007,3.6839e-047,0.0000e+000,1.0785e-020
"38208",28 Dec 2013 23:50:55.486,13.036186,5.5244e-007,2.2603e-023,2.2603e-023,9.4906e-020
"37475",28 Dec 2013 23:56:58.190,3.776665,6.5822e-006,1.8041e-006,1.8041e-006,1.8041e-006
"31583",28 Dec 2013 23:59:33.791,15.566139,3.8746e-007,3.1459e-031,3.1459e-031,1.3373e-019
"38208",29 Dec 2013 00:41:02.126,14.587036,4.4122e-007,5.0475e-028,5.0480e-028,1.1216e-019
"34850",29 Dec 2013 00:42:08.087,15.454158,3.9309e-007,7.4970e-031,7.3400e-031,9.0592e-020
"30974",29 Dec 2013 00:45:13.967,14.914609,4.2205e-007,4.5067e-029,4.5018e-029,7.3336e-020
"28375",29 Dec 2013 00:49:48.170,16.650394,3.3864e-007,5.0733e-035,5.0733e-035,1.3157e-019
"34911",29 Dec 2013 01:13:01.183,19.083575,2.5779e-007,1.8426e-044,0.0000e+000,7.9807e-020
"38208",29 Dec 2013 01:31:08.834,15.977622,3.6776e-007,1.2261e-032,0.0000e+000,8.1964e-020
"35334",29 Dec 2013 01:39:27.704,10.039687,9.3142e-007,7.2685e-016,7.2685e-016,7.2684e-016
"38208",29 Dec 2013 02:21:15.490,11.538775,7.0513e-007,2.2357e-019,2.2357e-019,2.8903e-019
"33935",29 Dec 2013 02:22:21.436,12.553002,5.9579e-007,4.9723e-022,4.9723e-022,5.6081e-020
"30974",29 Dec 2013 02:25:25.496,13.086326,5.4822e-007,1.6291e-023,1.6292e-023,1.9844e-019
"34911",29 Dec 2013 02:52:38.483,16.514449,3.4424e-007,1.5660e-034,1.5660e-034,1.5314e-019
"35147",29 Dec 2013 03:44:23.240,17.379234,3.1083e-007,1.0293e-037,1.0293e-037,1.1863e-019
"17304",29 Dec 2013 03:55:32.183,12.796211,7.6246e-007,1.4164e-022,1.4164e-022,1.1216e-019
"38208",29 Dec 2013 04:01:28.849,12.208235,6.2991e-007,4.2015e-021,4.2015e-021,1.1216e-019
"31615",29 Dec 2013 04:10:29.947,8.076004,1.4394e-006,5.2925e-012,5.2925e-012,5.2925e-012
"17304",29 Dec 2013 04:45:33.770,15.480889,5.2094e-007,8.1128e-031,8.4022e-031,9.4906e-020
"17304",29 Dec 2013 05:35:46.169,10.196215,1.2009e-006,4.3798e-016,4.3798e-016,4.3817e-016
"38208",29 Dec 2013 05:41:42.203,16.126809,3.6099e-007,3.7029e-033,3.7028e-033,7.3336e-020
"17304",29 Dec 2013 06:25:47.751,6.257353,3.1886e-006,4.7603e-009,4.7603e-009,4.7603e-009
"34000",29 Dec 2013 07:22:59.417,7.448277,1.6923e-006,6.0489e-011,6.0489e-011,6.0489e-011
"33980",29 Dec 2013 07:23:10.974,11.116503,7.5972e-007,2.4438e-018,2.4438e-018,2.6013e-018
"38302",29 Dec 2013 07:33:08.448,7.634662,1.6107e-006,2.9955e-011,2.9955e-011,2.9955e-011
"17304",29 Dec 2013 08:06:01.732,18.209017,3.7654e-007,8.5223e-041,0.0000e+000,1.0785e-019
"13241",29 Dec 2013 08:10:05.851,16.882128,3.7550e-007,8.2916e-036,0.0000e+000,-4.3139e-021
"25173",29 Dec 2013 08:18:05.413,12.365884,9.4707e-007,2.4622e-021,2.4622e-021,8.6278e-021
"4735",29 Dec 2013 08:18:57.571,9.093813,1.1353e-006,6.7040e-014,6.7040e-014,6.7040e-014
"11425",29 Dec 2013 09:03:26.460,18.840609,3.0149e-007,2.1031e-043,0.0000e+000,-3.0197e-020
"29871",29 Dec 2013 09:06:23.472,14.586323,4.4126e-007,5.0738e-028,5.0737e-028,7.7650e-020
"11425",29 Dec 2013 09:53:35.985,14.646360,4.9889e-007,3.7305e-028,3.7305e-028,-6.4709e-020
"30628",29 Dec 2013 10:43:28.236,19.038219,2.5902e-007,2.8389e-044,2.8388e-044,7.5493e-020
"36875",29 Dec 2013 11:47:53.962,8.358974,1.3436e-006,1.6548e-012,1.6548e-012,1.6548e-012
"19834",29 Dec 2013 12:33:22.130,7.500205,1.6689e-006,4.9820e-011,4.9820e-011,4.9820e-011
"24950",29 Dec 2013 12:33:49.677,14.162882,7.2199e-007,1.6430e-026,1.6430e-026,1.1216e-019
"31344",29 Dec 2013 13:06:18.167,16.654889,3.3846e-007,4.8870e-035,0.0000e+000,4.7453e-020
"32221",29 Dec 2013 13:17:31.302,11.917912,6.6098e-007,2.4203e-020,2.4203e-020,1.8981e-019
"30851",29 Dec 2013 13:25:31.580,9.404994,1.0614e-006,1.5898e-014,1.5898e-014,1.5899e-014
"31957",29 Dec 2013 13:48:00.358,14.989688,4.1783e-007,2.5710e-029,2.5710e-029,1.0353e-019
"38061",29 Dec 2013 14:02:49.334,13.222594,5.3698e-007,6.6486e-024,6.6486e-024,1.6393e-019
"4735",29 Dec 2013 14:09:43.034,8.167129,1.4075e-006,3.6556e-012,3.6556e-012,3.6556e-012
"29047",29 Dec 2013 14:34:04.439,18.610919,2.7105e-007,1.5840e-042,0.0000e+000,7.1179e-020
"31344",29 Dec 2013 14:46:27.054,13.115133,5.4581e-007,1.3490e-023,1.3490e-023,6.0395e-020
"34962",29 Dec 2013 14:53:21.202,15.505449,3.9050e-007,5.0406e-031,4.9660e-031,8.1964e-020
"30974",29 Dec 2013 14:57:06.328,14.706131,4.3410e-007,2.1101e-028,2.1097e-028,-2.5883e-020
"34962",29 Dec 2013 15:43:27.165,17.726317,2.9878e-007,4.8938e-039,0.0000e+000,7.9807e-020
"35023",29 Dec 2013 15:43:29.645,19.506339,2.4674e-007,3.1201e-046,0.0000e+000,2.3726e-020
"36137",29 Dec 2013 15:47:14.874,15.297991,4.0116e-007,2.4905e-030,2.4963e-030,8.1964e-020
"34962",29 Dec 2013 16:33:35.954,14.626113,4.3886e-007,3.7943e-028,3.7939e-028,5.1767e-020
"34962",29 Dec 2013 17:23:41.922,19.050129,2.5870e-007,2.5345e-044,0.0000e+000,1.3373e-019
"35073",29 Dec 2013 17:24:17.334,14.973065,4.1876e-007,2.9119e-029,2.9107e-029,5.1767e-020
"34882",29 Dec 2013 17:45:03.117,1.647232,3.4600e-005,3.2376e-005,3.2376e-005,3.2376e-005
"35711",29 Dec 2013 17:49:49.555,12.091901,6.4209e-007,8.5177e-021,8.5177e-021,2.0707e-019
"35711",29 Dec 2013 19:29:25.403,8.227268,1.3870e-006,2.8570e-012,2.8571e-012,2.8570e-012
"18681",29 Dec 2013 19:38:56.605,17.935884,2.9184e-007,7.5549e-040,0.0000e+000,6.6866e-020
"18681",29 Dec 2013 20:29:02.959,6.432129,2.2692e-006,2.0560e-009,2.0560e-009,2.0560e-009
"37294",29 Dec 2013 20:44:49.414,9.669488,1.0041e-006,4.5041e-015,4.5041e-015,4.5043e-015
"29889",29 Dec 2013 20:46:01.649,2.543975,1.4506e-005,1.2652e-005,1.2652e-005,1.2652e-005
"36485",29 Dec 2013 20:50:35.314,13.908028,4.8535e-007,6.3640e-026,6.3640e-026,1.6824e-019
"4178",29 Dec 2013 21:00:57.121,6.251320,2.4024e-006,3.6475e-009,3.6475e-009,3.6475e-009
"12755",29 Dec 2013 21:39:01.080,11.462475,7.1455e-007,3.4670e-019,3.4670e-019,4.4865e-019
"33906",30 Dec 2013 00:44:50.742,8.917356,1.1806e-006,1.4839e-013,1.4839e-013,1.4839e-013
"4953",30 Dec 2013 00:57:25.589,8.684249,1.2449e-006,4.1387e-013,4.1387e-013,4.1387e-013
"33789",30 Dec 2013 01:39:16.433,4.522456,4.5903e-006,3.8394e-007,3.8394e-007,3.8394e-007
"31632",30 Dec 2013 02:38:42.621,12.959198,5.5903e-007,3.7278e-023,3.7278e-023,1.3804e-019
"4953",30 Dec 2013 03:27:46.841,18.570402,2.7224e-007,2.3085e-042,0.0000e+000,1.0569e-019
"29935",30 Dec 2013 03:54:16.968,17.276002,3.1456e-007,2.5173e-037,0.0000e+000,3.6668e-020
"32343",30 Dec 2013 04:20:44.749,15.302143,4.0094e-007,2.4127e-030,2.4453e-030,7.3336e-020
"32079",30 Dec 2013 04:23:16.574,3.973365,5.9466e-006,1.2324e-006,1.2324e-006,1.2324e-006
"32079",30 Dec 2013 05:13:22.917,8.621352,1.2631e-006,5.4330e-013,5.4330e-013,5.4330e-013
"12172",30 Dec 2013 06:01:59.140,13.993855,4.7942e-007,3.4973e-026,3.4971e-026,6.4709e-020
"32079",30 Dec 2013 06:03:32.242,19.909999,2.3683e-007,5.8442e-048,5.8441e-048,5.6081e-020
"37326",30 Dec 2013 06:45:56.803,11.159852,7.5383e-007,1.9197e-018,1.9197e-018,2.0922e-018
"32079",30 Dec 2013 06:53:38.584,13.088723,5.4802e-007,1.6038e-023,1.6038e-023,1.9844e-019
"33727",30 Dec 2013 06:54:21.980,11.515501,7.0798e-007,2.5566e-019,2.5567e-019,4.0119e-019
"25342",30 Dec 2013 08:25:34.263,11.291233,1.1359e-006,1.4173e-018,1.4173e-018,1.5659e-018
"37058",30 Dec 2013 08:28:19.669,14.569354,4.4229e-007,5.7418e-028,5.7424e-028,6.4709e-020
"25041",30 Dec 2013 09:20:12.461,11.819213,1.0367e-006,6.7101e-020,6.7101e-020,1.7256e-019
"33727",30 Dec 2013 09:24:40.525,12.155759,6.3537e-007,5.7838e-021,5.7838e-021,1.6824e-019
"5154",30 Dec 2013 10:23:49.594,17.196467,3.1747e-007,4.9959e-037,4.9958e-037,6.2552e-020
"34012",30 Dec 2013 10:42:06.830,19.229792,2.5389e-007,4.5416e-045,0.0000e+000,1.1432e-019
"30727",30 Dec 2013 10:56:48.426,7.874902,1.5139e-006,1.1801e-011,1.1801e-011,1.1801e-011
"31937",30 Dec 2013 12:10:08.466,17.972722,2.9064e-007,5.4277e-040,5.4276e-040,9.7063e-020
"28328",30 Dec 2013 12:42:54.148,17.621051,3.0236e-007,1.2406e-038,1.2406e-038,8.4121e-020
"6324",30 Dec 2013 13:26:53.938,12.913988,7.4862e-007,6.6439e-023,6.6439e-023,2.3295e-019
"30792",30 Dec 2013 13:34:37.522,16.522147,3.4392e-007,1.4695e-034,0.0000e+000,2.5883e-020
"34389",30 Dec 2013 14:15:50.990,13.803928,4.9270e-007,1.3090e-025,1.3090e-025,1.5099e-019
"24870",30 Dec 2013 15:11:00.465,10.271009,1.3728e-006,3.4656e-016,3.4656e-016,3.4672e-016
"24870",30 Dec 2013 16:01:10.076,15.619123,5.9364e-007,3.2141e-031,3.0777e-031,2.6315e-019
"36055",30 Dec 2013 16:46:50.361,16.532047,3.4351e-007,1.3541e-034,0.0000e+000,1.3157e-019
"8459",30 Dec 2013 18:25:47.691,17.800540,3.9401e-007,3.3690e-039,0.0000e+000,6.9022e-020
"35020",30 Dec 2013 18:39:05.215,10.385913,8.7036e-007,1.2406e-016,1.2407e-016,1.2418e-016
"8459",30 Dec 2013 19:15:53.150,19.572172,3.2591e-007,2.1831e-046,0.0000e+000,1.0138e-019
"2142",30 Dec 2013 19:56:37.361,13.476082,7.0996e-007,1.6825e-024,1.6825e-024,1.2079e-019
"8459",30 Dec 2013 20:06:03.611,10.023072,1.2427e-006,1.0508e-015,1.0508e-015,1.0510e-015
"8459",30 Dec 2013 20:56:09.069,4.996558,5.0008e-006,1.6524e-007,1.6524e-007,1.6524e-007
"24966",30 Dec 2013 21:04:37.386,18.054286,4.4430e-007,4.0219e-040,4.0219e-040,9.4906e-020
"8459",30 Dec 2013 21:46:19.530,17.822802,3.9303e-007,2.7631e-039,2.7631e-039,1.2510e-019
"34968",30 Dec 2013 22:10:58.549,12.103541,6.4086e-007,7.9386e-021,7.9386e-021,7.3336e-020
"14461",30 Dec 2013 22:36:13.769,4.441660,4.7588e-006,4.6015e-007,4.6015e-007,4.6015e-007
"8459",30 Dec 2013 22:36:24.988,10.140822,1.2140e-006,5.8045e-016,5.8045e-016,5.8063e-016
"33965",30 Dec 2013 22:50:20.830,11.606582,6.9691e-007,1.5102e-019,1.5102e-019,2.6746e-019
"36052",30 Dec 2013 23:27:53.461,17.212404,3.1689e-007,4.3558e-037,0.0000e+000,1.0138e-019
"33965",30 Dec 2013 23:40:29.519,8.024350,1.4580e-006,6.5156e-012,6.5156e-012,6.5156e-012
"34968",30 Dec 2013 23:50:36.629,12.124737,6.3862e-007,6.9822e-021,6.9822e-021,9.0592e-020
"25203",31 Dec 2013 00:09:17.550,17.966519,2.9084e-007,5.7388e-040,0.0000e+000,1.2510e-019
"37291",31 Dec 2013 00:56:05.912,16.797466,3.3274e-007,1.4832e-035,0.0000e+000,1.0353e-019
"28596",31 Dec 2013 01:10:48.360,16.483367,3.4554e-007,2.0237e-034,2.0237e-034,4.3139e-020
"38714",31 Dec 2013 01:41:16.437,7.039106,1.8948e-006,2.6623e-010,2.6623e-010,2.6623e-010
"25203",31 Dec 2013 01:50:12.423,15.239135,4.0427e-007,3.9032e-030,3.8792e-030,1.1648e-019
"35717",31 Dec 2013 02:11:21.994,9.443679,1.0527e-006,1.3249e-014,1.3249e-014,1.3249e-014
"28596",31 Dec 2013 02:51:15.031,15.388452,3.9646e-007,1.2443e-030,1.2614e-030,1.5530e-019
"31630",31 Dec 2013 03:14:15.308,9.691993,9.9945e-007,4.0392e-015,4.0392e-015,4.0394e-015
"25203",31 Dec 2013 03:31:07.285,15.702525,3.8076e-007,1.0833e-031,1.0833e-031,1.1216e-019
"28596",31 Dec 2013 04:31:41.701,18.527449,2.7350e-007,3.4382e-042,3.4382e-042,-6.2552e-020
"25203",31 Dec 2013 05:12:02.136,18.225835,2.8263e-007,5.4936e-041,0.0000e+000,6.9022e-020
"34971",31 Dec 2013 06:00:57.432,18.027608,2.8888e-007,3.3120e-040,3.3120e-040,9.0592e-020
"22437",31 Dec 2013 07:19:35.775,17.804357,2.9617e-007,2.4468e-039,0.0000e+000,1.0785e-019
"33837",31 Dec 2013 07:49:31.745,4.872359,3.9547e-006,1.6880e-007,1.6880e-007,1.6880e-007
"26208",31 Dec 2013 07:54:45.796,11.654393,6.9121e-007,1.1436e-019,1.1436e-019,2.1570e-019
"20850",31 Dec 2013 07:55:46.349,12.196228,6.3116e-007,4.5208e-021,4.5208e-021,1.2079e-019
"31615",31 Dec 2013 07:57:22.530,11.066162,7.6664e-007,3.2308e-018,3.2308e-018,3.3217e-018
"35076",31 Dec 2013 08:01:16.655,10.786911,8.0685e-007,1.4855e-017,1.4855e-017,1.4930e-017
"22437",31 Dec 2013 08:09:34.517,19.036080,2.5908e-007,2.8973e-044,2.8973e-044,1.0353e-019
"22437",31 Dec 2013 09:49:48.491,17.128603,3.1999e-007,8.9436e-037,8.9436e-037,2.1570e-020
"33932",31 Dec 2013 10:17:00.991,10.835947,7.9957e-007,1.1396e-017,1.1396e-017,1.1458e-017
"34045",31 Dec 2013 10:18:12.697,9.090502,1.1361e-006,6.8057e-014,6.8057e-014,6.8057e-014
"24594",31 Dec 2013 10:23:21.626,10.038155,9.3171e-007,7.3246e-016,7.3246e-016,7.3269e-016
"31236",31 Dec 2013 10:24:28.215,17.278416,3.1447e-007,2.4653e-037,0.0000e+000,1.3373e-019
"8458",31 Dec 2013 11:06:02.613,19.286741,2.8770e-007,2.9930e-045,2.9930e-045,-1.2942e-020
"6173",31 Dec 2013 11:33:35.939,15.820144,5.8262e-007,6.6664e-032,7.2978e-032,9.4906e-020
"32316",31 Dec 2013 12:35:05.687,6.400486,2.2917e-006,2.2756e-009,2.2756e-009,2.2756e-009
"20969",31 Dec 2013 12:55:09.376,4.411536,4.8240e-006,4.9187e-007,4.9187e-007,4.9187e-007
"4331",31 Dec 2013 12:56:35.618,6.448490,2.3103e-006,1.9959e-009,1.9959e-009,1.9959e-009
"7219",31 Dec 2013 15:23:08.355,16.704960,3.2127e-007,3.0734e-035,0.0000e+000,1.6609e-019
"35253",31 Dec 2013 18:45:37.602,11.384630,7.2435e-007,5.4082e-019,5.4082e-019,8.3258e-019
"37089",31 Dec 2013 18:53:32.189,14.807875,4.2816e-007,9.9606e-029,9.9544e-029,2.0275e-019
"37292",31 Dec 2013 19:25:01.288,9.855934,9.6648e-007,1.8129e-015,1.8129e-015,1.8130e-015
"37498",31 Dec 2013 19:29:58.689,17.197484,3.1744e-007,4.9523e-037,0.0000e+000,7.7650e-020
"30082",31 Dec 2013 19:31:12.971,12.058560,6.4565e-007,1.0417e-020,1.0417e-020,4.7453e-020
"37498",31 Dec 2013 20:20:07.025,7.326231,1.7491e-006,9.4940e-011,9.4940e-011,9.4940e-011
"18585",31 Dec 2013 20:29:12.855,10.156185,1.0375e-006,4.6018e-016,4.6018e-016,4.6009e-016
"24948",31 Dec 2013 23:02:25.697,9.140847,1.7332e-006,8.3486e-014,8.3486e-014,8.3487e-014
"39086",31 Dec 2013 23:41:28.483,17.245486,3.1567e-007,3.2757e-037,3.2757e-037,9.7063e-020
"25169",31 Dec 2013 23:46:37.088,17.784402,4.5788e-007,4.5137e-039,0.0000e+000,1.5961e-019
"31084",31 Dec 2013 23:58:42.534,7.204546,1.8087e-006,1.4771e-010,1.4771e-010,1.4771e-010
"31617",1 Jan 2014 00:34:05.675,12.794527,5.7351e-007,1.0762e-022,1.0762e-022,2.5883e-020
"31084",1 Jan 2014 01:39:03.164,16.765571,3.3400e-007,1.9384e-035,0.0000e+000,1.1000e-019
"28059",1 Jan 2014 02:11:34.208,14.757433,4.3109e-007,1.4461e-028,1.4461e-028,1.3804e-019
"26079",1 Jan 2014 03:53:31.603,17.720376,2.9898e-007,5.1583e-039,0.0000e+000,2.8040e-020
"39089",1 Jan 2014 04:41:43.909,18.207477,2.8320e-007,6.4935e-041,6.4934e-041,1.1000e-019
"5597",1 Jan 2014 04:58:30.021,4.630971,4.3777e-006,2.9952e-007,2.9952e-007,2.9952e-007
"33630",1 Jan 2014 04:59:34.657,18.869006,2.6369e-007,1.4111e-043,0.0000e+000,1.2295e-019
"14760",1 Jan 2014 06:21:22.203,13.752362,6.6012e-007,2.4844e-025,2.4844e-025,1.1216e-019
"38538",1 Jan 2014 06:22:50.291,19.652454,2.4308e-007,7.4638e-047,7.4637e-047,6.4709e-020
"22473",1 Jan 2014 06:32:50.303,11.483413,7.1194e-007,3.0746e-019,3.0746e-019,3.5374e-019
"38538",1 Jan 2014 08:03:05.193,19.570463,2.4512e-007,1.6677e-046,1.6677e-046,1.1216e-019
"38154",1 Jan 2014 08:08:34.483,10.260752,8.9172e-007,2.3671e-016,2.3671e-016,2.3688e-016
"34681",1 Jan 2014 10:32:58.111,11.140579,7.5644e-007,2.1374e-018,2.1374e-018,2.2605e-018
"35904",1 Jan 2014 10:33:02.409,13.127694,5.4477e-007,1.2423e-023,1.2423e-023,2.5883e-020
"32182",1 Jan 2014 11:25:40.839,15.031551,4.1551e-007,1.8778e-029,1.8778e-029,7.3336e-020
"22552",1 Jan 2014 12:22:01.550,19.794986,2.3959e-007,1.8303e-047,0.0000e+000,5.6081e-020
"34400",1 Jan 2014 14:10:38.289,16.248739,3.5559e-007,1.3802e-033,1.3802e-033,1.0785e-019
"12443",1 Jan 2014 14:43:43.444,12.647243,7.8053e-007,3.6533e-022,3.6533e-022,8.1964e-020
"32174",1 Jan 2014 15:00:14.753,10.859934,7.9604e-007,1.0006e-017,1.0006e-017,1.0038e-017
"26092",1 Jan 2014 15:35:17.973,8.505880,1.2976e-006,8.9075e-013,8.9075e-013,8.9075e-013
"33908",1 Jan 2014 15:41:58.422,14.922705,4.2159e-007,4.2426e-029,4.2453e-029,1.0785e-019
"31653",1 Jan 2014 17:17:50.860,19.769101,2.4022e-007,2.3643e-047,0.0000e+000,1.1648e-019
"18765",1 Jan 2014 17:29:08.250,13.495043,5.1551e-007,1.0775e-024,1.0775e-024,9.4906e-020
"4449",1 Jan 2014 17:31:43.753,18.361402,2.7847e-007,1.5898e-041,0.0000e+000,2.8040e-020
"25983",1 Jan 2014 17:54:32.543,16.768118,3.9681e-007,2.2558e-035,2.2558e-035,1.0785e-019
"21575",1 Jan 2014 18:10:37.787,14.607440,4.6910e-007,4.6374e-028,4.6374e-028,1.3373e-019
"33811",1 Jan 2014 20:42:16.383,15.117006,4.1082e-007,9.8613e-030,9.8900e-030,7.7650e-020
"5842",1 Jan 2014 21:32:48.646,15.552485,3.8814e-007,3.4985e-031,3.3000e-031,1.2942e-019
"29048",1 Jan 2014 21:33:39.742,9.761879,9.8519e-007,2.8754e-015,2.8754e-015,2.8754e-015
"34976",1 Jan 2014 22:14:27.170,11.702599,6.8552e-007,8.6305e-020,8.6305e-020,2.0275e-019
"37528",1 Jan 2014 22:14:40.805,11.895862,6.6343e-007,2.7598e-020,2.7598e-020,1.0785e-019
"32340",1 Jan 2014 22:17:41.038,16.262231,3.5500e-007,1.2369e-033,1.2369e-033,3.0197e-020
"25077",2 Jan 2014 01:38:52.479,11.844386,1.0323e-006,5.7817e-020,5.7817e-020,2.0275e-019
"4155",2 Jan 2014 02:22:24.831,11.926121,6.6007e-007,2.3047e-020,2.3047e-020,2.1138e-019
"38207",2 Jan 2014 02:22:50.059,19.477120,2.4748e-007,4.1479e-046,0.0000e+000,1.0353e-019
"5337",2 Jan 2014 03:11:54.246,19.949659,2.3589e-007,3.9364e-048,3.9363e-048,8.4121e-020
"33839",2 Jan 2014 03:27:01.161,12.374407,6.1311e-007,1.5132e-021,1.5132e-021,1.5961e-019
"30761",2 Jan 2014 04:58:33.484,6.549190,2.1888e-006,1.4061e-009,1.4061e-009,1.4061e-009
"33992",2 Jan 2014 06:35:24.025,12.634600,5.8812e-007,2.9745e-022,2.9745e-022,2.2864e-019
"35670",2 Jan 2014 06:46:18.681,9.227849,1.1025e-006,3.6284e-014,3.6284e-014,3.6284e-014
"24594",2 Jan 2014 07:31:24.807,17.189167,3.1774e-007,5.3194e-037,5.3194e-037,1.5099e-020
"29884",2 Jan 2014 09:31:24.189,13.431528,5.2040e-007,1.6524e-024,1.6524e-024,1.4236e-019
"34007",2 Jan 2014 09:55:53.075,15.137689,4.0970e-007,8.4333e-030,8.4333e-030,1.4236e-019
