

"Close Approach Definition"
"Advanced CAT object: sgp4ESSS                                                        "
"Close Approach Threshold: 20.000000 (km)                                             "
"Close Approach Time Interval: 23 Oct 2013 03:58:20.414 to 23 Oct 2014 03:58:20.414   "
"Point-to-Point Mode is ON.  Finite ellipsoid sizes have been overridden to be points."

"Settings"
"Out of Date Filter is OFF.                                                                                  "
"Apo Peri Filter    is ON.  Pad  is 30.000000 (km)                                                           "
"Path Filter        is OFF.                                                                                  "
"Time Filter        is OFF.                                                                                  "
""
"Each local range minimum is reported as a separate event with corresponding conjunction TCA (i.e., ConjTCA)."
"Additionally, an interval endpoint time will be reported as a separate event with corresponding             "
"conjunction TCA (i.e., ConjTCA) if it is the global range minimum over the interval                      "
""
"Secondaries whose SSC number match the primary SSC number have been ignored.                                "
""
"MaxSampleStepSize is 300.000000 secs                                                                        "
"MinSampleStepSize is 1.000000 secs                                                                          "

"Name","Status","Type","Tangential (km)","Cross-Track (km)","Normal (km)"
"Satellite/ENVISAT_27386","Found Scenario Object","Scenario Object",0.200000,0.100000,0.040000

"Name","Status","Type","Tangential (km)","Cross-Track (km)","Normal (km)"
"spaceTrackTLEs_23_10_2013.tce","Found File","Tle File",0.200000,0.100000,0.040000

"SSC","ConjTCA (UTCG)","Min Range (km)","Max Collision Probability","Collision Probability (Analytic)","Collision Probability (Numeric)","Collision Probability (Patera 2005)"
"22499",23 Oct 2013 19:19:17.432,2.467250,6.5408e-005,1.0000e-305,0.0000e+000,1.7256e-019
"29810",23 Oct 2013 19:23:50.823,5.871062,1.2408e-005,1.0000e-305,0.0000e+000,9.9220e-020
"35628",23 Oct 2013 19:25:24.207,9.819351,3.3360e-006,1.0000e-305,1.8289e-315,2.5883e-020
"31739",23 Oct 2013 19:28:28.092,10.948917,2.8717e-006,1.0000e-305,0.0000e+000,-5.6081e-020
"25028",23 Oct 2013 19:30:52.328,5.617295,7.9505e-006,1.0000e-305,0.0000e+000,4.3139e-020
"8343",23 Oct 2013 19:37:03.237,12.754928,1.6693e-006,1.0000e-305,0.0000e+000,-2.6746e-019
"28323",23 Oct 2013 20:18:25.463,14.644189,1.6301e-006,1.0000e-305,0.0000e+000,2.5883e-020
"5384",23 Oct 2013 20:19:35.013,11.349628,1.9186e-006,1.0000e-305,0.0000e+000,3.2354e-020
"35709",23 Oct 2013 20:23:52.082,14.892976,1.0872e-006,1.0000e-305,0.0000e+000,5.8238e-020
"38127",23 Oct 2013 21:04:37.097,12.385034,2.9734e-006,1.0000e-305,9.0411e-310,3.6668e-020
"35628",23 Oct 2013 21:05:36.670,14.085481,1.6222e-006,1.0000e-305,0.0000e+000,1.7256e-020
"35628",23 Oct 2013 21:55:45.618,14.812567,1.4673e-006,1.0000e-305,0.0000e+000,2.0491e-020
"30451",23 Oct 2013 22:44:59.989,10.369978,4.3213e-006,1.0000e-305,0.0000e+000,5.0688e-020
"25106",23 Oct 2013 22:46:49.231,11.847702,4.0762e-006,1.0000e-305,0.0000e+000,3.6668e-020
"36550",23 Oct 2013 23:30:31.602,14.472197,1.2026e-006,1.0000e-305,2.1906e-314,5.2845e-020
"35851",23 Oct 2013 23:34:23.845,19.459529,7.0522e-007,1.0000e-305,0.0000e+000,1.2942e-020
"35628",23 Oct 2013 23:35:58.065,13.603143,1.7409e-006,1.0000e-305,0.0000e+000,4.2061e-020
"36387",23 Oct 2013 23:44:47.546,17.970248,7.4514e-007,1.0000e-305,0.0000e+000,5.2845e-020
"35744",24 Oct 2013 00:26:37.169,12.751990,2.1418e-006,1.0000e-305,0.0000e+000,3.4511e-019
"34572",24 Oct 2013 01:11:40.425,8.006589,4.1099e-006,1.0000e-305,0.0000e+000,3.4511e-020
"35628",24 Oct 2013 01:16:10.511,17.775684,1.0202e-006,1.0000e-305,0.0000e+000,3.6668e-020
"34818",24 Oct 2013 01:19:58.573,11.384244,2.2984e-006,1.0000e-305,0.0000e+000,8.1964e-020
"38224",24 Oct 2013 02:03:43.797,14.050202,1.2802e-006,1.0000e-305,0.0000e+000,1.0353e-019
"34079",24 Oct 2013 02:56:19.773,14.826416,1.4407e-006,1.0000e-305,0.0000e+000,2.6746e-019
"22827",24 Oct 2013 03:00:24.016,17.392698,9.6610e-007,1.0000e-305,2.3671e-311,1.7256e-020
"31539",24 Oct 2013 04:35:05.527,12.370479,2.7983e-006,1.0000e-305,2.9754e-318,3.7747e-020
"35014",24 Oct 2013 04:40:53.672,18.617228,1.0441e-006,1.0000e-305,0.0000e+000,1.6177e-020
"35014",24 Oct 2013 05:30:58.999,12.810165,2.2064e-006,1.0000e-305,0.0000e+000,-1.7256e-020
"35235",24 Oct 2013 05:31:06.646,19.207888,8.4729e-007,1.0000e-305,0.0000e+000,1.1648e-019
"31044",24 Oct 2013 05:32:28.853,12.857454,1.7396e-006,1.0000e-305,0.0000e+000,2.1570e-019
"35151",24 Oct 2013 06:44:09.363,15.612041,9.9746e-007,1.0000e-305,0.0000e+000,3.1060e-019
"2422",24 Oct 2013 07:46:38.829,9.749964,2.5494e-006,1.0000e-305,0.0000e+000,3.0197e-019
"14240",24 Oct 2013 08:42:13.178,17.005223,1.0088e-006,1.0000e-305,0.0000e+000,-4.8531e-020
"20436",24 Oct 2013 09:34:15.730,19.753273,1.8660e-006,1.0000e-305,0.0000e+000,5.3492e-019
"4588",24 Oct 2013 10:35:52.816,12.889114,3.0169e-006,1.0000e-305,3.5291e-310,-7.5493e-021
"31932",24 Oct 2013 11:09:43.570,4.558802,1.2761e-005,1.0000e-305,0.0000e+000,3.8825e-020
"19256",24 Oct 2013 11:12:16.139,8.499389,4.0060e-006,1.0000e-305,2.3243e-309,-5.6944e-019
"23106",24 Oct 2013 11:18:25.652,16.317931,1.0415e-006,1.0000e-305,0.0000e+000,1.2510e-019
"4588",24 Oct 2013 11:26:02.234,6.826995,1.0756e-005,3.0342e-140,3.1753e-147,-7.2474e-019
"34652",24 Oct 2013 12:08:05.514,11.973873,2.4072e-006,1.0000e-305,1.0623e-307,2.4805e-020
"33765",24 Oct 2013 13:04:21.077,13.627749,2.2751e-006,1.0000e-305,0.0000e+000,1.2942e-020
"38666",24 Oct 2013 13:05:45.791,14.196446,1.1989e-006,1.0000e-305,0.0000e+000,3.8825e-020
"37343",24 Oct 2013 13:54:00.451,16.500464,9.0655e-007,1.0000e-305,0.0000e+000,4.8531e-020
"30783",24 Oct 2013 13:54:09.113,12.218297,1.8413e-006,1.0000e-305,0.0000e+000,8.1964e-020
"38666",24 Oct 2013 13:55:49.191,4.032100,1.4866e-005,1.0000e-305,0.0000e+000,-2.5883e-020
"38666",24 Oct 2013 14:46:02.355,17.275438,8.1007e-007,1.0000e-305,0.0000e+000,5.3924e-020
