

"Close Approach Definition"
"Advanced CAT object: sgp4ESSS                                                        "
"Close Approach Threshold: 20.000000 (km)                                             "
"Close Approach Time Interval: 23 Oct 2013 03:58:20.414 to 23 Oct 2014 03:58:20.414   "
"Point-to-Point Mode is ON.  Finite ellipsoid sizes have been overridden to be points."

"Settings"
"Out of Date Filter is OFF.                                                                                  "
"Apo Peri Filter    is ON.  Pad  is 30.000000 (km)                                                           "
"Path Filter        is OFF.                                                                                  "
"Time Filter        is OFF.                                                                                  "
""
"Each local range minimum is reported as a separate event with corresponding conjunction TCA (i.e., ConjTCA)."
"Additionally, an interval endpoint time will be reported as a separate event with corresponding             "
"conjunction TCA (i.e., ConjTCA) if it is the global range minimum over the interval                      "
""
"Secondaries whose SSC number match the primary SSC number have been ignored.                                "
""
"MaxSampleStepSize is 300.000000 secs                                                                        "
"MinSampleStepSize is 1.000000 secs                                                                          "

"Name","Status","Type","Tangential (km)","Cross-Track (km)","Normal (km)"
"Satellite/ENVISAT_27386","Found Scenario Object","Scenario Object",0.040000,0.010000,0.001600

"Name","Status","Type","Tangential (km)","Cross-Track (km)","Normal (km)"
"spaceTrackTLEs_23_10_2013.tce","Found File","Tle File",0.040000,0.010000,0.001600

"SSC","ConjTCA (UTCG)","Min Range (km)","Max Collision Probability","Collision Probability (Analytic)","Collision Probability (Numeric)","Collision Probability (Patera 2005)"
"36732",22 Feb 2014 00:45:44.286,12.040752,4.6613e-006,1.0000e-305,0.0000e+000,-4.4757e-020
"33942",22 Feb 2014 02:04:36.364,3.420981,8.4107e-005,1.0000e-305,0.0000e+000,-7.4415e-020
"37335",22 Feb 2014 02:11:29.582,12.452287,4.0829e-006,1.0000e-305,0.0000e+000,-1.5638e-020
"35037",22 Feb 2014 02:56:48.137,11.213403,1.5991e-005,1.0000e-305,0.0000e+000,-1.0515e-020
"34588",22 Feb 2014 03:45:01.214,18.732464,2.5942e-006,1.0000e-305,0.0000e+000,-1.2424e-018
"33920",22 Feb 2014 04:57:18.313,13.209403,3.4674e-006,1.0000e-305,0.0000e+000,-3.5590e-020
"35915",22 Feb 2014 06:08:39.920,2.578587,3.0351e-004,1.0000e-305,1.7579e-312,-2.3726e-020
"35793",22 Feb 2014 06:14:47.520,15.799923,5.2207e-006,1.0000e-305,0.0000e+000,-6.0395e-020
"8678",22 Feb 2014 06:43:29.880,6.640645,1.5427e-005,1.0000e-305,0.0000e+000,-4.1413e-019
"34386",22 Feb 2014 07:55:01.840,11.041449,9.6670e-006,1.0000e-305,0.0000e+000,-3.8825e-019
"33900",22 Feb 2014 07:56:44.926,11.271413,1.5155e-005,1.0000e-305,0.0000e+000,-1.8334e-019
"5154",22 Feb 2014 08:01:08.642,15.089310,3.7080e-006,1.0000e-305,0.0000e+000,-1.5368e-020
"14241",22 Feb 2014 08:22:33.499,6.920398,1.6898e-005,1.0000e-305,0.0000e+000,-1.0461e-019
"35453",22 Feb 2014 08:24:49.276,19.284103,1.6449e-006,1.0000e-305,0.0000e+000,-7.3336e-020
"5154",22 Feb 2014 08:51:19.582,19.112127,2.3115e-006,1.0000e-305,0.0000e+000,-3.2354e-021
"34860",22 Feb 2014 09:35:16.565,17.299148,4.5696e-006,1.0000e-305,0.0000e+000,-5.1767e-020
"14344",22 Feb 2014 10:07:55.913,18.112729,1.8914e-006,1.0000e-305,0.0000e+000,-9.7063e-020
"37124",22 Feb 2014 10:10:40.159,13.196161,3.6257e-006,1.0000e-305,0.0000e+000,-2.1570e-020
"11573",22 Feb 2014 11:07:02.859,13.955343,1.0269e-005,1.0000e-305,0.0000e+000,-1.5099e-020
"34896",22 Feb 2014 11:09:51.530,8.920815,2.4227e-005,1.0000e-305,0.0000e+000,-2.0491e-020
"14344",22 Feb 2014 11:47:57.834,15.696676,2.5152e-006,1.0000e-305,0.0000e+000,-3.4511e-020
"23278",22 Feb 2014 12:09:53.574,12.681968,2.5703e-006,1.0000e-305,0.0000e+000,2.2648e-020
"26093",22 Feb 2014 12:46:25.549,17.171286,3.9723e-006,1.0000e-305,0.0000e+000,-8.0886e-021
"33919",22 Feb 2014 12:55:59.660,14.840671,6.9962e-006,1.0000e-305,0.0000e+000,-1.8334e-020
"20439",22 Feb 2014 12:56:37.972,17.079225,3.7538e-006,1.0000e-305,0.0000e+000,2.6962e-022
"14344",22 Feb 2014 13:27:59.753,13.068579,3.6238e-006,1.0000e-305,0.0000e+000,-2.5883e-020
"11573",22 Feb 2014 13:37:24.034,8.785980,2.5851e-005,1.0000e-305,0.0000e+000,-1.7601e-018
"4217",22 Feb 2014 14:24:21.394,7.195726,1.5306e-005,1.0000e-305,0.0000e+000,-1.2295e-019
"28375",22 Feb 2014 14:35:50.948,6.508045,3.1781e-005,1.0000e-305,0.0000e+000,-2.7501e-020
"35230",22 Feb 2014 15:03:20.090,10.204970,6.6046e-006,1.0000e-305,0.0000e+000,-5.7159e-020
"14344",22 Feb 2014 15:08:01.673,10.411450,5.7024e-006,1.0000e-305,0.0000e+000,-5.1767e-020
"32118",22 Feb 2014 15:24:50.275,15.357786,9.0132e-006,1.0000e-305,0.0000e+000,-6.6326e-020
"35884",22 Feb 2014 16:06:47.936,17.310608,6.4319e-006,1.0000e-305,0.0000e+000,-5.3492e-019
"10208",22 Feb 2014 16:32:35.079,18.331198,5.4871e-006,1.0000e-305,0.0000e+000,2.1570e-021
"14344",22 Feb 2014 16:48:03.591,8.187510,9.2095e-006,1.0000e-305,0.0000e+000,-4.8531e-020
"35604",22 Feb 2014 16:53:54.931,11.238563,5.2317e-006,1.0000e-305,0.0000e+000,-3.1815e-020
"34672",22 Feb 2014 17:07:01.899,6.939868,1.8126e-005,1.0000e-305,0.0000e+000,-1.7256e-020
"14344",22 Feb 2014 18:28:05.509,7.427432,1.1177e-005,1.0000e-305,0.0000e+000,-5.0688e-020
"35901",22 Feb 2014 19:36:37.442,16.127695,4.6768e-006,1.0000e-305,0.0000e+000,1.4667e-019
"36046",22 Feb 2014 19:40:26.701,8.893296,2.6775e-005,1.0000e-305,0.0000e+000,-9.1670e-021
"14344",22 Feb 2014 20:08:07.427,9.047791,7.5238e-006,1.0000e-305,0.0000e+000,-6.7944e-020
"34340",22 Feb 2014 20:26:42.321,3.538041,1.0230e-004,1.0000e-305,0.0000e+000,-1.6393e-019
"35901",22 Feb 2014 20:26:43.814,15.283514,5.2141e-006,1.0000e-305,0.0000e+000,-1.6177e-020
"35280",22 Feb 2014 20:27:34.994,11.594965,6.3368e-006,1.0000e-305,0.0000e+000,-1.2942e-020
"33668",22 Feb 2014 20:59:49.272,14.069174,3.7278e-006,1.0000e-305,0.0000e+000,-6.5787e-020
"30256",22 Feb 2014 21:09:16.708,19.928290,3.5331e-006,1.0000e-305,0.0000e+000,-9.9220e-020
"35901",22 Feb 2014 21:16:45.892,17.028871,4.2049e-006,1.0000e-305,0.0000e+000,-2.3295e-019
"14344",22 Feb 2014 21:48:09.344,12.519841,3.9250e-006,1.0000e-305,0.0000e+000,-5.0688e-020
"33906",22 Feb 2014 21:50:33.911,13.698153,3.3317e-006,1.0000e-305,0.0000e+000,-6.1473e-020
"34874",22 Feb 2014 21:56:34.468,4.949137,2.9116e-005,1.0000e-305,0.0000e+000,-2.4158e-019
"36528",22 Feb 2014 21:58:51.948,11.445934,7.1254e-006,1.0000e-305,0.0000e+000,-3.8825e-020
"35284",22 Feb 2014 22:07:03.360,12.261049,7.2435e-006,1.0000e-305,0.0000e+000,-1.0353e-018
"30613",22 Feb 2014 22:54:12.641,18.331734,6.4331e-006,1.0000e-305,0.0000e+000,1.4667e-019
"14344",22 Feb 2014 23:28:11.260,17.027847,2.1195e-006,1.0000e-305,0.0000e+000,-5.3924e-021
"33848",23 Feb 2014 01:03:32.045,11.529343,4.5709e-006,1.0000e-305,0.0000e+000,-6.2552e-020
"35221",23 Feb 2014 02:41:20.752,14.836409,3.0762e-006,1.0000e-305,0.0000e+000,-6.6866e-020
"36632",23 Feb 2014 03:08:47.186,18.943676,2.3082e-006,1.0000e-305,0.0000e+000,-1.2942e-019
"29039",23 Feb 2014 03:56:06.635,9.080488,2.1023e-005,1.0000e-305,0.0000e+000,-6.6866e-020
"33936",23 Feb 2014 03:58:29.560,15.768549,7.0313e-006,1.0000e-305,0.0000e+000,-2.3726e-020
"34968",23 Feb 2014 04:07:39.844,16.099235,8.7164e-006,1.0000e-305,0.0000e+000,-3.7207e-020
"34119",23 Feb 2014 04:49:30.376,19.362631,2.0520e-006,1.0000e-305,0.0000e+000,-9.9759e-021
"31673",23 Feb 2014 05:29:03.122,17.678705,3.7900e-006,1.0000e-305,0.0000e+000,-4.0443e-021
"38215",23 Feb 2014 05:38:01.217,16.448515,4.0825e-006,1.0000e-305,0.0000e+000,-1.7256e-018
"31499",23 Feb 2014 06:19:11.762,16.215659,4.2076e-006,1.0000e-305,0.0000e+000,-9.7063e-021
"36557",23 Feb 2014 06:28:30.013,13.371930,5.3381e-006,1.0000e-305,0.0000e+000,-5.6944e-019
"34818",23 Feb 2014 06:28:34.170,12.574102,5.8774e-006,1.0000e-305,0.0000e+000,-1.7687e-019
"25530",23 Feb 2014 06:35:49.324,16.639599,1.2917e-005,1.0000e-305,0.0000e+000,1.8873e-020
"4331",23 Feb 2014 07:16:41.446,15.689473,7.3542e-006,1.0000e-305,0.0000e+000,-1.1594e-020
"36049",23 Feb 2014 07:18:08.347,9.278284,1.4948e-005,1.0000e-305,0.0000e+000,-8.6278e-021
"36049",23 Feb 2014 08:08:16.493,19.049829,3.5504e-006,1.0000e-305,0.0000e+000,-1.0515e-020
"36049",23 Feb 2014 08:58:18.243,18.008846,3.9770e-006,1.0000e-305,0.0000e+000,-7.1179e-020
"28972",23 Feb 2014 11:30:02.966,8.760845,2.7750e-005,1.0000e-305,0.0000e+000,-4.8316e-019
"22426",23 Feb 2014 11:35:34.808,18.860239,1.8952e-006,1.0000e-305,0.0000e+000,-8.6278e-021
"30642",23 Feb 2014 12:12:57.596,18.369463,5.5565e-006,1.0000e-305,0.0000e+000,-6.7405e-022
"28370",23 Feb 2014 12:17:52.739,18.311263,4.5520e-006,1.0000e-305,0.0000e+000,-4.3139e-021
"28972",23 Feb 2014 12:20:07.538,12.498949,1.3640e-005,1.0000e-305,0.0000e+000,-7.8189e-021
"34682",23 Feb 2014 13:59:19.694,17.842421,4.9707e-006,1.0000e-305,0.0000e+000,-1.6177e-020
"33845",23 Feb 2014 15:39:55.719,16.383752,3.3164e-006,1.0000e-305,0.0000e+000,-1.0785e-021
"36448",23 Feb 2014 16:06:35.399,18.094807,1.8529e-006,1.0000e-305,0.0000e+000,-2.5883e-020
"36456",23 Feb 2014 16:11:24.271,18.374771,1.8326e-006,1.0000e-305,0.0000e+000,-6.7405e-021
"34363",23 Feb 2014 16:21:53.139,16.683521,7.7692e-006,1.0000e-305,0.0000e+000,3.2354e-021
"33986",23 Feb 2014 18:11:30.100,11.744216,5.4553e-006,1.0000e-305,0.0000e+000,-2.5344e-020
"8343",23 Feb 2014 18:40:47.902,17.057860,2.4125e-006,1.0000e-305,0.0000e+000,-3.1923e-019
"38266",23 Feb 2014 18:57:28.255,14.122726,9.5525e-006,1.0000e-305,0.0000e+000,-5.3924e-021
"35767",23 Feb 2014 19:21:08.032,19.355017,1.6118e-006,1.0000e-305,0.0000e+000,-1.6177e-021
"8343",23 Feb 2014 19:30:56.874,16.470380,2.5864e-006,1.0000e-305,0.0000e+000,-2.0761e-020
"8343",23 Feb 2014 20:21:07.357,10.234045,6.6949e-006,1.0000e-305,0.0000e+000,-2.5021e-019
"36030",23 Feb 2014 21:20:32.241,19.497608,4.6805e-006,1.0000e-305,0.0000e+000,-3.5050e-021
"33967",23 Feb 2014 22:13:22.690,8.154808,3.1624e-005,1.0000e-305,0.0000e+000,-5.1767e-020
"34729",23 Feb 2014 22:20:33.046,5.665963,5.0535e-005,1.0000e-305,9.6936e-306,-1.5099e-020
"320",23 Feb 2014 22:32:13.336,6.506941,5.2189e-005,1.0000e-305,0.0000e+000,-1.1863e-020
"17815",23 Feb 2014 23:07:17.828,18.008005,7.2282e-006,1.0000e-305,0.0000e+000,-4.0443e-021
"36384",24 Feb 2014 00:00:16.918,14.705091,5.7081e-006,1.0000e-305,0.0000e+000,-9.9220e-020
"33935",24 Feb 2014 00:02:46.331,15.274490,8.6389e-006,1.0000e-305,0.0000e+000,3.5050e-021
"5529",24 Feb 2014 00:52:48.968,15.913024,4.9495e-006,1.0000e-305,0.0000e+000,-7.9538e-021
"37550",24 Feb 2014 01:33:54.716,18.971219,5.8181e-006,1.0000e-305,0.0000e+000,-6.0395e-020
"35072",24 Feb 2014 01:52:14.805,18.904220,1.7101e-006,1.0000e-305,0.0000e+000,-8.0886e-020
"37550",24 Feb 2014 02:24:00.186,9.133711,2.5091e-005,1.0000e-305,0.0000e+000,-2.7178e-019
"35072",24 Feb 2014 02:42:39.114,18.366421,1.8127e-006,1.0000e-305,0.0000e+000,-8.6278e-021
"28592",24 Feb 2014 03:06:35.555,7.986757,1.2701e-005,1.0000e-305,0.0000e+000,-1.0698e-018
"37550",24 Feb 2014 03:14:06.284,10.003362,2.0915e-005,1.0000e-305,0.0000e+000,-1.7795e-020
"26442",24 Feb 2014 03:18:40.643,11.906315,1.3334e-005,1.0000e-305,0.0000e+000,-5.5649e-019
"35072",24 Feb 2014 03:32:35.868,15.338267,2.6004e-006,1.0000e-305,0.0000e+000,-5.1767e-020
